results.generated,study.id,study.name,study.slate,study.mean,study.source,analysis.type,analysis.name,stat.N,stat.n1,stat.n2,stat.cond1.name,stat.cond1.column,stat.cond1.n,stat.cond1.count,stat.cond1.prop.cond,stat.cond1.prop.tot,stat.cond1.value,stat.cond1.mean,stat.cond1.sd,stat.cond1.median,stat.cond1.trimmed,stat.cond1.mad,stat.cond1.min,stat.cond1.max,stat.cond1.range,stat.cond1.skew,stat.cond1.kurtosis,stat.cond1.se,stat.cond2.name,stat.cond2.column,stat.cond2.n,stat.cond2.count,stat.cond2.prop.cond,stat.cond2.prop.tot,stat.cond2.value,stat.cond2.mean,stat.cond2.sd,stat.cond2.median,stat.cond2.trimmed,stat.cond2.mad,stat.cond2.min,stat.cond2.max,stat.cond2.range,stat.cond2.skew,stat.cond2.kurtosis,stat.cond2.se,stat.cond3.name,stat.cond3.column,stat.cond3.n,stat.cond3.count,stat.cond3.n.1,stat.cond3.prop.cond,stat.cond3.prop.tot,stat.cond3.value,stat.cond3.mean,stat.cond3.sd,stat.cond3.median,stat.cond3.trimmed,stat.cond3.mad,stat.cond3.min,stat.cond3.max,stat.cond3.range,stat.cond3.skew,stat.cond3.kurtosis,stat.cond3.se,stat.cond4.name,stat.cond4.column,stat.cond4.n,stat.cond4.count,stat.cond4.n.1,stat.cond4.prop.cond,stat.cond4.prop.tot,stat.cond4.value,stat.cond4.mean,stat.cond4.sd,stat.cond4.median,stat.cond4.trimmed,stat.cond4.mad,stat.cond4.min,stat.cond4.max,stat.cond4.range,stat.cond4.skew,stat.cond4.kurtosis,stat.cond4.se,test.type,test.estimate,test.estimate1,test.estimate2,test.statistic,test.p.value,test.parameter,test.conf.low,test.conf.high,test.method,test.alternative,test.estype,test.varequal,test.ConsoleOutput,test.ncp,test.ncp.lo,test.ncp.hi,test.table,test.parameter1,test.parameter2,test.cohensQ,test.cohensQ.l,test.cohensQ.u,test.bootR1,test.bootR2,test.bootCI.l,test.bootCI.u,test.fZ.r,test.fZ.l.r,test.fZ.u.r,ESCI.estimate,ESCI.statistic,ESCI.p.value,ESCI.parameter,ESCI.conf.low,ESCI.conf.high,ESCI.method,ESCI.alternative,ESCI.estype,ESCI.ncp,ESCI.ncp.lo,ESCI.ncp.hi,ESCI.N.total,ESCI.n.1,ESCI.n.2,ESCI.d,ESCI.var.d,ESCI.l.d,ESCI.u.d,ESCI.U3.d,ESCI.cl.d,ESCI.cliffs.d,ESCI.pval.d,ESCI.g,ESCI.var.g,ESCI.l.g,ESCI.u.g,ESCI.U3.g,ESCI.cl.g,ESCI.pval.g,ESCI.r,ESCI.var.r,ESCI.l.r,ESCI.u.r,ESCI.pval.r,ESCI.fisher.z,ESCI.var.z,ESCI.l.z,ESCI.u.z,ESCI.OR,ESCI.l.or,ESCI.u.or,ESCI.pval.or,ESCI.lOR,ESCI.l.lor,ESCI.u.lor,ESCI.pval.lor,ESCI.cohensQ,ESCI.cohensQ.l,ESCI.cohensQ.u,ESCI.bootR1,ESCI.bootR2,ESCI.bootCI.l,ESCI.bootCI.u,source.Source,source.Source.Global,source.Location,source.ReplicationPI,source.Filename,source.StudyOrder,source.IDiffOrder,source.Country,source.Language,source.Weird,source.SubjectPool,source.Setting,source.Tablet,source.Pencil,source.Execution,source.Slate,source.source,source.N.sources.global,source.N.sources.primary,source.N.sources.secondary,source.N.countries,source.N.locations,source.N.languages,source.N.studyorders1,source.N.studyorders2,source.N.IDiffOrderN,source.N.uIDs,source.N.cases.included,source.N.cases.excluded,source.Pct.WEIRD,source.Tbl.Execution,source.Tbl.subjectpool,source.Tbl.setting,source.Tbl.Tablet,source.Tbl.Pencil,source.Tbl.analysistype,source.Tbl.subset,stat.cond5.name,stat.cond5.column,stat.cond5.n,stat.cond5.mean,stat.cond5.sd,stat.cond5.median,stat.cond5.trimmed,stat.cond5.mad,stat.cond5.min,stat.cond5.max,stat.cond5.range,stat.cond5.skew,stat.cond5.kurtosis,stat.cond5.se,stat.cond6.name,stat.cond6.column,stat.cond6.n,stat.cond6.mean,stat.cond6.sd,stat.cond6.median,stat.cond6.trimmed,stat.cond6.mad,stat.cond6.min,stat.cond6.max,stat.cond6.range,stat.cond6.skew,stat.cond6.kurtosis,stat.cond6.se
2019-01-15T12:38:26.030782Z,9,Critcher,1,,eltetab,Secondary,Critcher.1,82,35,47,P97,as.numeric.ignore.,35,,,,,50.7714285714286,22.4448156129463,60,51.7931034482759,20,0,90,90,-0.400131436801693,2.38659905925507,3.79386628237573,P17,as.numeric.ignore.,47,,,,,49.1957446808511,21.5380548700566,50,49.0820512820513,20,3,100,97,0.129604231914201,2.43606273436789,3.14164819050199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,50.7714285714286,49.1957446808511,0.321844354041544,0.748410075195657,80,-8.16725810831626,11.3186258894713, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  P97 and P17
t = 0.32184, df = 80, p-value = 0.7484
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 -8.167258 11.318626
sample estimates:
mean of x mean of y 
 50.77143  49.19574 
",,,,,,,,,,,,,,,,,,,,,,,,,,0.321844354041544,-1.63975552206264,2.28143712559814,82,35,47,0.07186,0.04988,-0.3661,0.50937,52.86422,52.02618,0.04052,0.74849,0.07118,0.04895,-0.36266,0.50458,52.83733,52.00714,0.74849,0.03596,0.01231,-0.18032,0.24716,0.74999,0.03598,0.01266,-0.18232,0.25238,1.13921,0.51477,2.51908,0.74849,0.13033,-0.66404,0.92389,0.74849,,,,,,,,eltetab,elte,"Eotvos Lorand University, in Budapest, Hungary","Adrienn Ujhelyi, Anna Kende, Mihály Berkics, Gábor Orosz",ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,DO.BR.FL_5,DO.BR.FL_6,Hungary,Hungarian,1,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",illegal,Slate1,eltetab,1,1,1,1,1,1,82,13,78,82,82,0,100,"Execution
illegal 
     82 ","SubjectPool
Yes 
 82 ","Setting
In a lab 
      82 ","Tablet
Tablets 
     82 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                       82 ","analysis.type
Secondary 
       82 ","subset
all 
 82 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15T12:38:26.115442Z,9,Critcher,1,,grazvienna,Secondary,Critcher.1,118,64,54,P97,as.numeric.ignore.,64,,,,,38.078125,18.7805240959208,30,37.2115384615385,10,0,90,90,0.555072301116296,3.14326655955136,2.3475655119901,P17,as.numeric.ignore.,54,,,,,46.3148148148148,19.9582810864895,40,45.5454545454546,10,10,100,90,0.403731164129032,2.70081253017938,2.71597804471886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,38.078125,46.3148148148148,-2.30633245947328,0.0228676124396489,116,-15.3101721978091,-1.16320743182053, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  P97 and P17
t = -2.3063, df = 116, p-value = 0.02287
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 -15.310172  -1.163207
sample estimates:
mean of x mean of y 
 38.07812  46.31481 
",,,,,,,,,,,,,,,,,,,,,,,,,,-2.30633245947328,-4.28373013984028,-0.319216022298494,118,64,54,-0.42616,0.03491,-0.79155,-0.05898,33.49944,38.15765,-0.23685,0.02439,-0.4234,0.03446,-0.78642,-0.0586,33.6001,38.23211,0.02439,-0.20939,0.00781,-0.36958,-0.02963,0.02449,-0.21253,0.0087,-0.38793,-0.02963,0.46164,0.23795,0.89854,0.02439,-0.77297,-1.43571,-0.10699,0.02439,,,,,,,,eltetab,elte,"Eotvos Lorand University, in Budapest, Hungary","Adrienn Ujhelyi, Anna Kende, Mihály Berkics, Gábor Orosz",ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,DO.BR.FL_5,DO.BR.FL_6,Hungary,Hungarian,1,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",illegal,Slate1,eltetab,1,1,1,1,1,1,82,13,78,82,82,0,100,"Execution
illegal 
     82 ","SubjectPool
Yes 
 82 ","Setting
In a lab 
      82 ","Tablet
Tablets 
     82 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                       82 ","analysis.type
Secondary 
       82 ","subset
all 
 82 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15T12:38:26.185600Z,9,Critcher,1,,hawaiion,Secondary,Critcher.1,96,51,45,P97,as.numeric.ignore.,51,,,,,54.6274509803922,22.3946071939775,60,56.0243902439024,15,10,97,87,-0.48181406267356,2.27717624796209,3.13587224433571,P17,as.numeric.ignore.,45,,,,,49.7777777777778,22.3270004589723,50,50.3513513513514,20,5,100,95,-0.224607996066772,2.24248245160318,3.32831271732874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,54.6274509803922,49.7777777777778,1.06032351478513,0.291714309388876,94,-4.23164933236158,13.9309957375903, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  P97 and P17
t = 1.0603, df = 94, p-value = 0.2917
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 -4.231649 13.930996
sample estimates:
mean of x mean of y 
 54.62745  49.77778 
",,,,,,,,,,,,,,,,,,,,,,,,,,1.06032351478513,-0.908276928984939,3.02332339104058,96,51,45,0.21686,0.04208,-0.18576,0.61834,58.58419,56.09366,0.12187,0.29311,0.21513,0.0414,-0.18428,0.6134,58.51657,56.04529,0.29311,0.10872,0.01028,-0.09327,0.29769,0.29523,0.10915,0.01075,-0.09355,0.30699,1.48193,0.71395,3.0696,0.29311,0.39334,-0.33694,1.12155,0.29311,,,,,,,,hawaiion,hawaiion,"University of Hawaii, Honolulu, HI",David Cicero,ML2_Slate1_USEng_execution_legal_DEPLOY__hawaiion_r.csv,DO.BR.FL_5,DO.BR.FL_6,USA,English,1,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",legal,Slate1,hawaiion,1,1,1,1,1,1,96,13,91,96,96,0,100,"Execution
legal 
   96 ","SubjectPool
Yes 
 96 ","Setting
Online (at home) 
              96 ","Tablet
Unable to verify (completed online) but likely mostly computers 
                                                             96 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                       96 ","analysis.type
Secondary 
       96 ","subset
all 
 96 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15T12:38:26.257242Z,9,Critcher,1,,hkust,Secondary,Critcher.1,87,46,41,P97,as.numeric.ignore.,46,,,,,36.7717391304348,29.8458458903113,40,34.3421052631579,28.5,1,100,99,0.492724209636645,2.19516991596476,4.4005299011651,P17,as.numeric.ignore.,41,,,,,40.8536585365854,27.6220572872566,40,39.3030303030303,20,0,100,100,0.381817215921648,2.20740473187049,4.31384059765345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,36.7717391304348,40.8536585365854,-0.659432776507479,0.511400595553865,85,-16.3893897735499,8.22555096124878, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  P97 and P17
t = -0.65943, df = 85, p-value = 0.5114
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 -16.389390   8.225551
sample estimates:
mean of x mean of y 
 36.77174  40.85366 
",,,,,,,,,,,,,,,,,,,,,,,,,,-0.659432776507479,-2.61996258596048,1.30496085972839,87,46,41,-0.14163,0.04624,-0.56271,0.28028,44.36856,46.01132,-0.07977,0.51193,-0.14038,0.04543,-0.55773,0.2778,44.41807,46.0465,0.51193,-0.07134,0.01151,-0.27335,0.14015,0.51425,-0.07146,0.0119,-0.28048,0.14107,0.77345,0.36036,1.66257,0.51193,-0.25689,-1.02064,0.50836,0.51193,,,,,,,,hkust,hkust,"Division of Social Science, The Hong Kong University of Science and Technology, Hong Kong, China",Eva Chen,ML2_Slate1_Chinese_Inlab_execution_illegal_DEPLOY__Hong_Kong_r.csv,DO.BR.FL_5,DO.BR.FL_6,"Hong Kong, China",Chinese (traditional),0,Yes,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",illegal,Slate1,hkust,1,1,1,1,1,1,87,13,81,87,87,0,0,"Execution
illegal 
     87 ","SubjectPool
Yes 
 87 ","Setting
In a classroom 
            87 ","Tablet
Computers 
       87 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                       87 ","analysis.type
Secondary 
       87 ","subset
all 
 87 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15T12:38:26.333893Z,9,Critcher,1,,hunancomp,Secondary,Critcher.1,128,64,64,P97,as.numeric.ignore.,64,,,,,42.3625,24.4778908988733,40,42.0384615384615,20,0.5,100,99.5,0.190048965206402,2.03094671949369,3.05973636235916,P17,as.numeric.ignore.,64,,,,,42.7175,28.4537203749282,40,42.66,25.5,0,99,99,0.0342966340515427,1.72415444071118,3.55671504686602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,42.3625,42.7175,-0.0756652626326076,0.939805419763215,126,-9.63977004193893,8.92977004193892, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  P97 and P17
t = -0.075665, df = 126, p-value = 0.9398
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 -9.63977  8.92977
sample estimates:
mean of x mean of y 
  42.3625   42.7175 
",,,,,,,,,,,,,,,,,,,,,,,,,,-0.0756652626326076,-2.03550149210217,1.88447091853034,128,64,64,-0.01338,0.03125,-0.35983,0.33313,49.4664,49.62268,-0.00755,0.93981,-0.0133,0.03088,-0.35768,0.33114,49.46958,49.62493,0.93981,-0.00674,0.00787,-0.17843,0.16557,0.94004,-0.00674,0.008,-0.18036,0.1671,0.97603,0.52066,1.82985,0.93981,-0.02426,-0.65266,0.60423,0.93981,,,,,,,,hunancomp,hunancomp,"Guangdong Literature & Art Vocational College, Guangzhou, China",Zeng Zhijia,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,DO.BR.FL_5,DO.BR.FL_6,China,Chinese (simplified),0,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",legal,Slate1,hunancomp,1,1,1,1,1,1,128,13,116,128,128,0,0,"Execution
legal 
  128 ","SubjectPool
 No 
128 ","Setting
Online (at home) 
             128 ","Tablet
Unable to verify (completed online) but likely mostly computers 
                                                            128 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                      128 ","analysis.type
Secondary 
      128 ","subset
all 
128 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15T12:38:26.406122Z,9,Critcher,1,,ithaca,Secondary,Critcher.1,78,39,39,P97,as.numeric.ignore.,39,,,,,56.0102564102564,23.3516346195766,60,57.2424242424243,15,0.4,90,89.6,-0.634120253947156,2.275869259671,3.73925413996376,P17,as.numeric.ignore.,39,,,,,53.2051282051282,22.4478102169401,60,53.9393939393939,10,2,100,98,-0.491373509141963,2.98774034053601,3.5945264070056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,56.0102564102564,53.2051282051282,0.540823123257331,0.590211140258829,76,-7.52523078367788,13.1354871939343, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  P97 and P17
t = 0.54082, df = 76, p-value = 0.5902
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 -7.525231 13.135487
sample estimates:
mean of x mean of y 
 56.01026  53.20513 
",,,,,,,,,,,,,,,,,,,,,,,,,,0.540823123257331,-1.42279227412282,2.50089291498729,78,39,39,0.12247,0.05138,-0.3222,0.56634,54.87375,53.45057,0.06901,0.59056,0.12126,0.05037,-0.31901,0.56073,54.82573,53.41649,0.59056,0.06192,0.01289,-0.16107,0.27575,0.5929,0.062,0.01333,-0.16249,0.28308,1.24875,0.55744,2.79331,0.59056,0.22214,-0.5844,1.02723,0.59056,,,,,,,,ithaca,ithaca,"Department of Psychology, Ithaca College, Ithaca, NY 14850",Leigh Ann Vaughn,ML2_Slate1_USEng_Inlab_execution_legal_DEPLOY_r.csv,DO.BR.FL_5,DO.BR.FL_6,USA,English,1,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",legal,Slate1,ithaca,1,1,1,1,1,1,78,13,76,78,78,0,100,"Execution
legal 
   78 ","SubjectPool
Yes 
 78 ","Setting
In a lab 
      78 ","Tablet
Computers 
       78 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                       78 ","analysis.type
Secondary 
       78 ","subset
all 
 78 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15T12:38:26.486013Z,9,Critcher,1,,johannesburg,Secondary,Critcher.1,50,25,25,P97,as.numeric.ignore.,25,,,,,56.12,19.7195334630412,60,57.4761904761905,10,9,87,78,-0.806694668488051,3.05550734093945,3.94390669260823,P17,as.numeric.ignore.,25,,,,,59.16,19.2216891384013,60,59.1428571428572,17,30,90,60,-0.139749488721689,1.74506976797824,3.84433782768025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,56.12,59.16,-0.551967509793948,0.583531552438774,48,-14.1137127724409,8.03371277244095, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  P97 and P17
t = -0.55197, df = 48, p-value = 0.5835
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 -14.113713   8.033713
sample estimates:
mean of x mean of y 
    56.12     59.16 
",,,,,,,,,,,,,,,,,,,,,,,,,,-0.551967509793948,-2.51216429731159,1.41394626353617,50,25,25,-0.15612,0.08024,-0.71055,0.39992,43.79692,45.60487,-0.0879,0.5841,-0.15367,0.07774,-0.69939,0.39364,43.89358,45.67363,0.5841,-0.07942,0.02015,-0.34088,0.19996,0.58786,-0.07959,0.02128,-0.35509,0.20269,0.75339,0.2756,2.06552,0.5841,-0.28317,-1.28879,0.72538,0.5841,,,,,,,,johannesburg,johannesburg,"University of Johannesburg, Johanneburg, South Africa",Byron Adams,ML2_Slate1_South_Africa_Inlab_execution_illegal_DEPLOY_r.csv,DO.BR.FL_5,DO.BR.FL_6,South Africa,English,0,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",illegal,Slate1,johannesburg,1,1,1,1,1,1,50,13,49,50,50,0,0,"Execution
illegal 
     50 ","SubjectPool
Yes 
 50 ","Setting
Online (at home) 
              50 ","Tablet
Unable to verify (completed online) but likely mostly computers 
                                                             50 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                       50 ","analysis.type
Secondary 
       50 ","subset
all 
 50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15T12:38:26.562745Z,9,Critcher,1,,koc,Secondary,Critcher.1,84,31,53,P97,as.numeric.ignore.,31,,,,,49.7096774193549,23.7742066792103,46,50.56,19,10,87,77,-0.195702912433913,1.7837284799547,4.26997357106653,P17,as.numeric.ignore.,53,,,,,38.4716981132075,18.3529538322486,30,37.6046511627907,10,9,80,71,0.530229666184604,2.40008800609571,2.52097208852193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,49.7096774193549,38.4716981132075,2.42406134294811,0.0175473629672201,82,2.01547310040638,20.4604855118882, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  P97 and P17
t = 2.4241, df = 82, p-value = 0.01755
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
  2.015473 20.460486
sample estimates:
mean of x mean of y 
 49.70968  38.47170 
",,,,,,,,,,,,,,,,,,,,,,,,,,2.42406134294811,0.422263635647317,4.41158684635095,84,31,53,0.54811,0.05291,0.09548,0.99751,70.81904,65.08326,0.30167,0.0195,0.54308,0.05195,0.0946,0.98835,70.64617,64.95159,0.0195,0.25859,0.01049,0.04658,0.43797,0.01957,0.26459,0.01235,0.04661,0.46971,2.70244,1.18908,6.10603,0.0195,0.99415,0.17318,1.80928,0.0195,,,,,,,,koc,koc,"Koç University, Istanbul, Turkey","Zeynep Cemalcilar, Roza Kamiloglu",ML2_Slate1_Turkish_execution_illegal_Koc_r.csv,DO.BR.FL_5,DO.BR.FL_6,Turkey,Turkish,0,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",illegal,Slate1,koc,1,1,1,1,1,1,84,12,79,84,84,0,0,"Execution
illegal 
     84 ","SubjectPool
Yes 
 84 ","Setting
Online (at home) 
              84 ","Tablet
Unable to verify (completed online) but likely mostly computers 
                                                             84 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                       84 ","analysis.type
Secondary 
       84 ","subset
all 
 84 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15T12:38:26.628728Z,9,Critcher,1,,lausanne,Secondary,Critcher.1,107,49,58,P97,as.numeric.ignore.,49,,,,,43.4897959183674,18.9814848920595,40,42.5853658536585,10,10,100,90,0.639710873171049,3.38098822781148,2.71164069886564,P17,as.numeric.ignore.,58,,,,,42.2241379310345,20.1128771733725,40,41.75,20,10,85,75,0.149976957384253,2.11537389609132,2.64095015618128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,43.4897959183674,42.2241379310345,0.332733744511227,0.73999867925192,105,-6.27660675161257,8.8079227262783, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  P97 and P17
t = 0.33273, df = 105, p-value = 0.74
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 -6.276607  8.807923
sample estimates:
mean of x mean of y 
 43.48980  42.22414 
",,,,,,,,,,,,,,,,,,,,,,,,,,0.332733744511227,-1.6285364581615,2.29242220174331,107,49,58,0.06456,0.03767,-0.31599,0.44481,52.57386,51.82063,0.03641,0.74006,0.0641,0.03713,-0.31373,0.44163,52.55546,51.8076,0.74006,0.03245,0.00941,-0.15696,0.21832,0.74124,0.03247,0.00962,-0.15827,0.22189,1.12423,0.56375,2.24072,0.74006,0.1171,-0.57315,0.8068,0.74006,,,,,,,,lausanne,lausanne,"University of Lausanne, Switzerland",Eva Green,ML2_Slate1_French_Inlab_execution_illegal__swiss_r.csv,DO.BR.FL_5,DO.BR.FL_6,Switzerland,French,1,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",illegal,Slate1,lausanne,1,1,1,1,1,1,107,13,99,107,107,0,100,"Execution
illegal 
    107 ","SubjectPool
 No 
107 ","Setting
Online (at home) 
             107 ","Tablet
Unable to verify (completed online) but likely mostly computers 
                                                            107 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                      107 ","analysis.type
Secondary 
      107 ","subset
all 
107 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15T12:38:26.698979Z,9,Critcher,1,,leuven,Secondary,Critcher.1,103,58,45,P97,as.numeric.ignore.,58,,,,,40.8103448275862,18.0033689796063,40,39.3958333333333,10,10,90,80,0.773779444716678,3.38719881164278,2.36395816016949,P17,as.numeric.ignore.,45,,,,,47.6,16.9402693978793,45,47.5135135135135,15,15,85,70,0.144413236986105,2.25538615380835,2.52530626205451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,40.8103448275862,47.6,-1.94768126243853,0.0542293589402933,101,-13.7049804490106,0.125670104183006, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  P97 and P17
t = -1.9477, df = 101, p-value = 0.05423
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 -13.7049804   0.1256701
sample estimates:
mean of x mean of y 
 40.81034  47.60000 
",,,,,,,,,,,,,,,,,,,,,,,,,,-1.94768126243853,-3.92118730912687,0.0352859235634685,103,58,45,-0.38692,0.04019,-0.77896,0.00701,34.94093,39.21996,-0.2156,0.05641,-0.38404,0.03959,-0.77316,0.00696,35.04761,39.29825,0.05641,-0.19026,0.00911,-0.36348,0.00351,0.05691,-0.19261,0.01,-0.3809,0.00351,0.4957,0.24344,1.0128,0.05641,-0.70179,-1.41288,0.01271,0.05641,,,,,,,,leuven,leuven,"University of Leuven, Belgium","Jeroen Stouten, Leander De Schutter",ML2_Slate1_Dutch_execution_illegal_DEPLOY__belgium_r.csv,DO.BR.FL_5,DO.BR.FL_6,Belgium,Dutch,1,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",illegal,Slate1,leuven,1,1,1,1,1,1,103,13,101,103,103,0,100,"Execution
illegal 
    103 ","SubjectPool
Yes 
103 ","Setting
In a lab 
     103 ","Tablet
Computers 
      103 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                      103 ","analysis.type
Secondary 
      103 ","subset
all 
103 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15T12:38:26.766870Z,9,Critcher,1,,lundon,Secondary,Critcher.1,106,57,49,P97,as.numeric.ignore.,57,,,,,41.9824561403509,23.0794367566132,40,41.7234042553192,20,2,95,93,0.107233458885514,2.02648283486136,3.05694607669704,P17,as.numeric.ignore.,49,,,,,45,22.9573880628147,40,44.6585365853659,15,0,90,90,0.223635548325018,2.16671423833221,3.27962686611639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,41.9824561403509,45,-0.672776302569113,0.50258176174745,104,-11.9118861375269,5.87679841822865, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  P97 and P17
t = -0.67278, df = 104, p-value = 0.5026
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 -11.911886   5.876798
sample estimates:
mean of x mean of y 
 41.98246  45.00000 
",,,,,,,,,,,,,,,,,,,,,,,,,,-0.672776302569113,-2.63325457191444,1.29092586670668,106,57,49,-0.13107,0.03803,-0.51299,0.25149,44.78618,46.308,-0.07384,0.50304,-0.13012,0.03749,-0.50928,0.24967,44.82365,46.33461,0.50304,-0.06583,0.00944,-0.25001,0.12558,0.50495,-0.06592,0.00971,-0.25543,0.12625,0.78842,0.39437,1.57799,0.50304,-0.23773,-0.93046,0.45615,0.50304,,,,,,,,lundon,lundon,"Lund University, Lund, Sweden","Åse Innes-Ker, Oskar Sundfelt, Anna Cabak Rédei",ML2_Slate1_Swedish_execution_illegal_r.csv,DO.BR.FL_5,DO.BR.FL_6,Sweden,Swedish,1,,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",illegal,Slate1,lundon,1,1,1,1,1,1,106,13,96,106,106,0,100,"Execution
illegal 
    106 ","SubjectPool
    
106 ","Setting
Online (at home) 
             106 ","Tablet
Unable to verify (completed online) but likely mostly computers 
                                                            106 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                      106 ","analysis.type
Secondary 
      106 ","subset
all 
106 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
